cd,var,edu,percent
3512,no_cert,"No certificate, diploma or degree",21.8
3512,high_school,Secondary (high) school diploma or equivalency certificate,31
3512,app_trade,Apprenticeship or trades certificate or diploma,8.4
3512,college_degep,"College, CEGEP or other non-university certificate or diploma",26.3
3512,uni_below_bach,University certificate or diploma below bachelor level,1.3
3512,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.1
3513,no_cert,"No certificate, diploma or degree",16.7
3513,high_school,Secondary (high) school diploma or equivalency certificate,27.6
3513,app_trade,Apprenticeship or trades certificate or diploma,8.6
3513,college_degep,"College, CEGEP or other non-university certificate or diploma",27.2
3513,uni_below_bach,University certificate or diploma below bachelor level,2.3
3513,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",17.6
3514,no_cert,"No certificate, diploma or degree",18.3
3514,high_school,Secondary (high) school diploma or equivalency certificate,30.8
3514,app_trade,Apprenticeship or trades certificate or diploma,8.9
3514,college_degep,"College, CEGEP or other non-university certificate or diploma",25.4
3514,uni_below_bach,University certificate or diploma below bachelor level,1.8
3514,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.7
3515,no_cert,"No certificate, diploma or degree",17.1
3515,high_school,Secondary (high) school diploma or equivalency certificate,28.9
3515,app_trade,Apprenticeship or trades certificate or diploma,8
3515,college_degep,"College, CEGEP or other non-university certificate or diploma",26.1
3515,uni_below_bach,University certificate or diploma below bachelor level,1.6
3515,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",18.3
3516,no_cert,"No certificate, diploma or degree",20.6
3516,high_school,Secondary (high) school diploma or equivalency certificate,32
3516,app_trade,Apprenticeship or trades certificate or diploma,9.8
3516,college_degep,"College, CEGEP or other non-university certificate or diploma",25.5
3516,uni_below_bach,University certificate or diploma below bachelor level,1.9
3516,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.2
3518,no_cert,"No certificate, diploma or degree",16.2
3518,high_school,Secondary (high) school diploma or equivalency certificate,29.9
3518,app_trade,Apprenticeship or trades certificate or diploma,6.6
3518,college_degep,"College, CEGEP or other non-university certificate or diploma",25.2
3518,uni_below_bach,University certificate or diploma below bachelor level,2
3518,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",20.2
3519,no_cert,"No certificate, diploma or degree",16
3519,high_school,Secondary (high) school diploma or equivalency certificate,25.9
3519,app_trade,Apprenticeship or trades certificate or diploma,4.4
3519,college_degep,"College, CEGEP or other non-university certificate or diploma",17.4
3519,uni_below_bach,University certificate or diploma below bachelor level,2.9
3519,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",33.3
3520,no_cert,"No certificate, diploma or degree",16.4
3520,high_school,Secondary (high) school diploma or equivalency certificate,24.5
3520,app_trade,Apprenticeship or trades certificate or diploma,4.1
3520,college_degep,"College, CEGEP or other non-university certificate or diploma",15.8
3520,uni_below_bach,University certificate or diploma below bachelor level,2.8
3520,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",36.4
3521,no_cert,"No certificate, diploma or degree",17.3
3521,high_school,Secondary (high) school diploma or equivalency certificate,28.1
3521,app_trade,Apprenticeship or trades certificate or diploma,4.7
3521,college_degep,"College, CEGEP or other non-university certificate or diploma",18.2
3521,uni_below_bach,University certificate or diploma below bachelor level,2.7
3521,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",29.1
3522,no_cert,"No certificate, diploma or degree",18.4
3522,high_school,Secondary (high) school diploma or equivalency certificate,32.4
3522,app_trade,Apprenticeship or trades certificate or diploma,7.4
3522,college_degep,"College, CEGEP or other non-university certificate or diploma",24.7
3522,uni_below_bach,University certificate or diploma below bachelor level,1.8
3522,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15.3
3523,no_cert,"No certificate, diploma or degree",18.4
3523,high_school,Secondary (high) school diploma or equivalency certificate,28.3
3523,app_trade,Apprenticeship or trades certificate or diploma,6.4
3523,college_degep,"College, CEGEP or other non-university certificate or diploma",20.7
3523,uni_below_bach,University certificate or diploma below bachelor level,2
3523,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",24.2
3524,no_cert,"No certificate, diploma or degree",12.4
3524,high_school,Secondary (high) school diploma or equivalency certificate,24.9
3524,app_trade,Apprenticeship or trades certificate or diploma,4.6
3524,college_degep,"College, CEGEP or other non-university certificate or diploma",21
3524,uni_below_bach,University certificate or diploma below bachelor level,2.5
3524,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",34.6
3525,no_cert,"No certificate, diploma or degree",19.9
3525,high_school,Secondary (high) school diploma or equivalency certificate,28.4
3525,app_trade,Apprenticeship or trades certificate or diploma,6.9
3525,college_degep,"College, CEGEP or other non-university certificate or diploma",22.5
3525,uni_below_bach,University certificate or diploma below bachelor level,1.8
3525,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",20.4
3526,no_cert,"No certificate, diploma or degree",18.2
3526,high_school,Secondary (high) school diploma or equivalency certificate,31.2
3526,app_trade,Apprenticeship or trades certificate or diploma,8.2
3526,college_degep,"College, CEGEP or other non-university certificate or diploma",23.7
3526,uni_below_bach,University certificate or diploma below bachelor level,1.7
3526,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",17
3528,no_cert,"No certificate, diploma or degree",22.8
3528,high_school,Secondary (high) school diploma or equivalency certificate,30.8
3528,app_trade,Apprenticeship or trades certificate or diploma,9.8
3528,college_degep,"College, CEGEP or other non-university certificate or diploma",24.8
3528,uni_below_bach,University certificate or diploma below bachelor level,1.5
3528,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.3
3529,no_cert,"No certificate, diploma or degree",20.7
3529,high_school,Secondary (high) school diploma or equivalency certificate,31.2
3529,app_trade,Apprenticeship or trades certificate or diploma,7.7
3529,college_degep,"College, CEGEP or other non-university certificate or diploma",24.9
3529,uni_below_bach,University certificate or diploma below bachelor level,1.4
3529,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14
3530,no_cert,"No certificate, diploma or degree",18.7
3530,high_school,Secondary (high) school diploma or equivalency certificate,28.8
3530,app_trade,Apprenticeship or trades certificate or diploma,6.3
3530,college_degep,"College, CEGEP or other non-university certificate or diploma",21.1
3530,uni_below_bach,University certificate or diploma below bachelor level,1.7
3530,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",23.4
3531,no_cert,"No certificate, diploma or degree",23.9
3531,high_school,Secondary (high) school diploma or equivalency certificate,30.9
3531,app_trade,Apprenticeship or trades certificate or diploma,7.7
3531,college_degep,"College, CEGEP or other non-university certificate or diploma",22.2
3531,uni_below_bach,University certificate or diploma below bachelor level,1.7
3531,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.6
3532,no_cert,"No certificate, diploma or degree",23.5
3532,high_school,Secondary (high) school diploma or equivalency certificate,31.3
3532,app_trade,Apprenticeship or trades certificate or diploma,7.8
3532,college_degep,"College, CEGEP or other non-university certificate or diploma",24.6
3532,uni_below_bach,University certificate or diploma below bachelor level,1.4
3532,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.4
3534,no_cert,"No certificate, diploma or degree",25.1
3534,high_school,Secondary (high) school diploma or equivalency certificate,29.4
3534,app_trade,Apprenticeship or trades certificate or diploma,7.9
3534,college_degep,"College, CEGEP or other non-university certificate or diploma",26
3534,uni_below_bach,University certificate or diploma below bachelor level,1.3
3534,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.3
3536,no_cert,"No certificate, diploma or degree",24.1
3536,high_school,Secondary (high) school diploma or equivalency certificate,30.1
3536,app_trade,Apprenticeship or trades certificate or diploma,7.5
3536,college_degep,"College, CEGEP or other non-university certificate or diploma",25.8
3536,uni_below_bach,University certificate or diploma below bachelor level,1.3
3536,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.3
3537,no_cert,"No certificate, diploma or degree",19.1
3537,high_school,Secondary (high) school diploma or equivalency certificate,31
3537,app_trade,Apprenticeship or trades certificate or diploma,6.7
3537,college_degep,"College, CEGEP or other non-university certificate or diploma",21.7
3537,uni_below_bach,University certificate or diploma below bachelor level,1.8
3537,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",19.7
3538,no_cert,"No certificate, diploma or degree",16.8
3538,high_school,Secondary (high) school diploma or equivalency certificate,29.4
3538,app_trade,Apprenticeship or trades certificate or diploma,10.5
3538,college_degep,"College, CEGEP or other non-university certificate or diploma",27.9
3538,uni_below_bach,University certificate or diploma below bachelor level,1.3
3538,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.1
3539,no_cert,"No certificate, diploma or degree",16.8
3539,high_school,Secondary (high) school diploma or equivalency certificate,27.9
3539,app_trade,Apprenticeship or trades certificate or diploma,6.1
3539,college_degep,"College, CEGEP or other non-university certificate or diploma",23.6
3539,uni_below_bach,University certificate or diploma below bachelor level,1.8
3539,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",23.9
3540,no_cert,"No certificate, diploma or degree",24.5
3540,high_school,Secondary (high) school diploma or equivalency certificate,28.8
3540,app_trade,Apprenticeship or trades certificate or diploma,9.6
3540,college_degep,"College, CEGEP or other non-university certificate or diploma",24.3
3540,uni_below_bach,University certificate or diploma below bachelor level,1.7
3540,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.1
3541,no_cert,"No certificate, diploma or degree",19.8
3541,high_school,Secondary (high) school diploma or equivalency certificate,26.6
3541,app_trade,Apprenticeship or trades certificate or diploma,10.7
3541,college_degep,"College, CEGEP or other non-university certificate or diploma",26.2
3541,uni_below_bach,University certificate or diploma below bachelor level,2.2
3541,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.5
3542,no_cert,"No certificate, diploma or degree",22.3
3542,high_school,Secondary (high) school diploma or equivalency certificate,28.7
3542,app_trade,Apprenticeship or trades certificate or diploma,8.7
3542,college_degep,"College, CEGEP or other non-university certificate or diploma",23.4
3542,uni_below_bach,University certificate or diploma below bachelor level,1.9
3542,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.9
3543,no_cert,"No certificate, diploma or degree",19.1
3543,high_school,Secondary (high) school diploma or equivalency certificate,30.9
3543,app_trade,Apprenticeship or trades certificate or diploma,7.9
3543,college_degep,"College, CEGEP or other non-university certificate or diploma",24.9
3543,uni_below_bach,University certificate or diploma below bachelor level,1.7
3543,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15.5
3544,no_cert,"No certificate, diploma or degree",17.9
3544,high_school,Secondary (high) school diploma or equivalency certificate,30.5
3544,app_trade,Apprenticeship or trades certificate or diploma,9.3
3544,college_degep,"College, CEGEP or other non-university certificate or diploma",23.4
3544,uni_below_bach,University certificate or diploma below bachelor level,1.9
3544,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",17
3546,no_cert,"No certificate, diploma or degree",21.4
3546,high_school,Secondary (high) school diploma or equivalency certificate,27.9
3546,app_trade,Apprenticeship or trades certificate or diploma,10.6
3546,college_degep,"College, CEGEP or other non-university certificate or diploma",23.5
3546,uni_below_bach,University certificate or diploma below bachelor level,2.2
3546,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.3
3547,no_cert,"No certificate, diploma or degree",18.9
3547,high_school,Secondary (high) school diploma or equivalency certificate,31.1
3547,app_trade,Apprenticeship or trades certificate or diploma,8.9
3547,college_degep,"College, CEGEP or other non-university certificate or diploma",25.6
3547,uni_below_bach,University certificate or diploma below bachelor level,1.6
3547,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.9
3548,no_cert,"No certificate, diploma or degree",21.3
3548,high_school,Secondary (high) school diploma or equivalency certificate,25.9
3548,app_trade,Apprenticeship or trades certificate or diploma,8.9
3548,college_degep,"College, CEGEP or other non-university certificate or diploma",27.7
3548,uni_below_bach,University certificate or diploma below bachelor level,1.4
3548,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.8
3549,no_cert,"No certificate, diploma or degree",20.8
3549,high_school,Secondary (high) school diploma or equivalency certificate,28.9
3549,app_trade,Apprenticeship or trades certificate or diploma,11
3549,college_degep,"College, CEGEP or other non-university certificate or diploma",25
3549,uni_below_bach,University certificate or diploma below bachelor level,1.8
3549,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.4
3551,no_cert,"No certificate, diploma or degree",24.3
3551,high_school,Secondary (high) school diploma or equivalency certificate,23.9
3551,app_trade,Apprenticeship or trades certificate or diploma,10.8
3551,college_degep,"College, CEGEP or other non-university certificate or diploma",24.3
3551,uni_below_bach,University certificate or diploma below bachelor level,2.7
3551,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14
3552,no_cert,"No certificate, diploma or degree",26.6
3552,high_school,Secondary (high) school diploma or equivalency certificate,27.1
3552,app_trade,Apprenticeship or trades certificate or diploma,11.2
3552,college_degep,"College, CEGEP or other non-university certificate or diploma",24.3
3552,uni_below_bach,University certificate or diploma below bachelor level,1.3
3552,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.5
3553,no_cert,"No certificate, diploma or degree",19.9
3553,high_school,Secondary (high) school diploma or equivalency certificate,26.2
3553,app_trade,Apprenticeship or trades certificate or diploma,8.3
3553,college_degep,"College, CEGEP or other non-university certificate or diploma",27.5
3553,uni_below_bach,University certificate or diploma below bachelor level,1.2
3553,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",17
3554,no_cert,"No certificate, diploma or degree",27.5
3554,high_school,Secondary (high) school diploma or equivalency certificate,25.4
3554,app_trade,Apprenticeship or trades certificate or diploma,9.7
3554,college_degep,"College, CEGEP or other non-university certificate or diploma",26.1
3554,uni_below_bach,University certificate or diploma below bachelor level,1.5
3554,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.7
3556,no_cert,"No certificate, diploma or degree",27.6
3556,high_school,Secondary (high) school diploma or equivalency certificate,25.7
3556,app_trade,Apprenticeship or trades certificate or diploma,10
3556,college_degep,"College, CEGEP or other non-university certificate or diploma",25
3556,uni_below_bach,University certificate or diploma below bachelor level,1.5
3556,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.2
3557,no_cert,"No certificate, diploma or degree",21.1
3557,high_school,Secondary (high) school diploma or equivalency certificate,29
3557,app_trade,Apprenticeship or trades certificate or diploma,9
3557,college_degep,"College, CEGEP or other non-university certificate or diploma",24.3
3557,uni_below_bach,University certificate or diploma below bachelor level,1.6
3557,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15
3558,no_cert,"No certificate, diploma or degree",21.2
3558,high_school,Secondary (high) school diploma or equivalency certificate,25.9
3558,app_trade,Apprenticeship or trades certificate or diploma,8.9
3558,college_degep,"College, CEGEP or other non-university certificate or diploma",24.1
3558,uni_below_bach,University certificate or diploma below bachelor level,1.9
3558,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",18
3559,no_cert,"No certificate, diploma or degree",24.4
3559,high_school,Secondary (high) school diploma or equivalency certificate,29.1
3559,app_trade,Apprenticeship or trades certificate or diploma,10.1
3559,college_degep,"College, CEGEP or other non-university certificate or diploma",23
3559,uni_below_bach,University certificate or diploma below bachelor level,1.9
3559,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.5
3560,no_cert,"No certificate, diploma or degree",35.2
3560,high_school,Secondary (high) school diploma or equivalency certificate,24.3
3560,app_trade,Apprenticeship or trades certificate or diploma,8.8
3560,college_degep,"College, CEGEP or other non-university certificate or diploma",18.8
3560,uni_below_bach,University certificate or diploma below bachelor level,2
3560,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.9
4601,no_cert,"No certificate, diploma or degree",26.9
4601,high_school,Secondary (high) school diploma or equivalency certificate,27.9
4601,app_trade,Apprenticeship or trades certificate or diploma,11.9
4601,college_degep,"College, CEGEP or other non-university certificate or diploma",18.6
4601,uni_below_bach,University certificate or diploma below bachelor level,2.8
4601,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.8
4602,no_cert,"No certificate, diploma or degree",27
4602,high_school,Secondary (high) school diploma or equivalency certificate,31.3
4602,app_trade,Apprenticeship or trades certificate or diploma,9.7
4602,college_degep,"College, CEGEP or other non-university certificate or diploma",17.5
4602,uni_below_bach,University certificate or diploma below bachelor level,2.7
4602,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.9
4603,no_cert,"No certificate, diploma or degree",35.2
4603,high_school,Secondary (high) school diploma or equivalency certificate,29.1
4603,app_trade,Apprenticeship or trades certificate or diploma,7.5
4603,college_degep,"College, CEGEP or other non-university certificate or diploma",14.7
4603,uni_below_bach,University certificate or diploma below bachelor level,3
4603,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.5
4604,no_cert,"No certificate, diploma or degree",27.1
4604,high_school,Secondary (high) school diploma or equivalency certificate,29.2
4604,app_trade,Apprenticeship or trades certificate or diploma,9.5
4604,college_degep,"College, CEGEP or other non-university certificate or diploma",19.8
4604,uni_below_bach,University certificate or diploma below bachelor level,5.2
4604,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.2
4605,no_cert,"No certificate, diploma or degree",24.9
4605,high_school,Secondary (high) school diploma or equivalency certificate,29.5
4605,app_trade,Apprenticeship or trades certificate or diploma,9.9
4605,college_degep,"College, CEGEP or other non-university certificate or diploma",21.6
4605,uni_below_bach,University certificate or diploma below bachelor level,3.7
4605,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.4
4606,no_cert,"No certificate, diploma or degree",28.5
4606,high_school,Secondary (high) school diploma or equivalency certificate,30.5
4606,app_trade,Apprenticeship or trades certificate or diploma,8.9
4606,college_degep,"College, CEGEP or other non-university certificate or diploma",18.5
4606,uni_below_bach,University certificate or diploma below bachelor level,3.1
4606,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.5
4607,no_cert,"No certificate, diploma or degree",19.7
4607,high_school,Secondary (high) school diploma or equivalency certificate,32
4607,app_trade,Apprenticeship or trades certificate or diploma,9.1
4607,college_degep,"College, CEGEP or other non-university certificate or diploma",20.3
4607,uni_below_bach,University certificate or diploma below bachelor level,2.5
4607,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",16.5
4608,no_cert,"No certificate, diploma or degree",38.3
4608,high_school,Secondary (high) school diploma or equivalency certificate,27.3
4608,app_trade,Apprenticeship or trades certificate or diploma,7.6
4608,college_degep,"College, CEGEP or other non-university certificate or diploma",16
4608,uni_below_bach,University certificate or diploma below bachelor level,3.6
4608,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7
4609,no_cert,"No certificate, diploma or degree",28.5
4609,high_school,Secondary (high) school diploma or equivalency certificate,30.2
4609,app_trade,Apprenticeship or trades certificate or diploma,8.1
4609,college_degep,"College, CEGEP or other non-university certificate or diploma",18.6
4609,uni_below_bach,University certificate or diploma below bachelor level,2.8
4609,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.9
4610,no_cert,"No certificate, diploma or degree",15.9
4610,high_school,Secondary (high) school diploma or equivalency certificate,28.6
4610,app_trade,Apprenticeship or trades certificate or diploma,10.1
4610,college_degep,"College, CEGEP or other non-university certificate or diploma",19.2
4610,uni_below_bach,University certificate or diploma below bachelor level,5.4
4610,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",20.8
4611,no_cert,"No certificate, diploma or degree",16.9
4611,high_school,Secondary (high) school diploma or equivalency certificate,29.9
4611,app_trade,Apprenticeship or trades certificate or diploma,6.5
4611,college_degep,"College, CEGEP or other non-university certificate or diploma",17.8
4611,uni_below_bach,University certificate or diploma below bachelor level,2.8
4611,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",26.1
4612,no_cert,"No certificate, diploma or degree",19.1
4612,high_school,Secondary (high) school diploma or equivalency certificate,30.1
4612,app_trade,Apprenticeship or trades certificate or diploma,11.8
4612,college_degep,"College, CEGEP or other non-university certificate or diploma",20.6
4612,uni_below_bach,University certificate or diploma below bachelor level,3.5
4612,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.9
4613,no_cert,"No certificate, diploma or degree",18.6
4613,high_school,Secondary (high) school diploma or equivalency certificate,31.2
4613,app_trade,Apprenticeship or trades certificate or diploma,10.2
4613,college_degep,"College, CEGEP or other non-university certificate or diploma",21.1
4613,uni_below_bach,University certificate or diploma below bachelor level,2.9
4613,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",16
4614,no_cert,"No certificate, diploma or degree",19.5
4614,high_school,Secondary (high) school diploma or equivalency certificate,33
4614,app_trade,Apprenticeship or trades certificate or diploma,11.8
4614,college_degep,"College, CEGEP or other non-university certificate or diploma",20.1
4614,uni_below_bach,University certificate or diploma below bachelor level,4
4614,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.5
4615,no_cert,"No certificate, diploma or degree",24
4615,high_school,Secondary (high) school diploma or equivalency certificate,30.1
4615,app_trade,Apprenticeship or trades certificate or diploma,10.5
4615,college_degep,"College, CEGEP or other non-university certificate or diploma",19.2
4615,uni_below_bach,University certificate or diploma below bachelor level,4.7
4615,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.4
4616,no_cert,"No certificate, diploma or degree",34.1
4616,high_school,Secondary (high) school diploma or equivalency certificate,27.8
4616,app_trade,Apprenticeship or trades certificate or diploma,10
4616,college_degep,"College, CEGEP or other non-university certificate or diploma",16.9
4616,uni_below_bach,University certificate or diploma below bachelor level,3
4616,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.2
4617,no_cert,"No certificate, diploma or degree",31.8
4617,high_school,Secondary (high) school diploma or equivalency certificate,28.1
4617,app_trade,Apprenticeship or trades certificate or diploma,8.7
4617,college_degep,"College, CEGEP or other non-university certificate or diploma",18.5
4617,uni_below_bach,University certificate or diploma below bachelor level,2.9
4617,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10
4618,no_cert,"No certificate, diploma or degree",32
4618,high_school,Secondary (high) school diploma or equivalency certificate,28.7
4618,app_trade,Apprenticeship or trades certificate or diploma,9.9
4618,college_degep,"College, CEGEP or other non-university certificate or diploma",16
4618,uni_below_bach,University certificate or diploma below bachelor level,3.7
4618,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.6
4619,no_cert,"No certificate, diploma or degree",55.2
4619,high_school,Secondary (high) school diploma or equivalency certificate,21.5
4619,app_trade,Apprenticeship or trades certificate or diploma,5.9
4619,college_degep,"College, CEGEP or other non-university certificate or diploma",9.9
4619,uni_below_bach,University certificate or diploma below bachelor level,2.4
4619,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",5.1
4620,no_cert,"No certificate, diploma or degree",31.2
4620,high_school,Secondary (high) school diploma or equivalency certificate,29.6
4620,app_trade,Apprenticeship or trades certificate or diploma,9.3
4620,college_degep,"College, CEGEP or other non-university certificate or diploma",19.3
4620,uni_below_bach,University certificate or diploma below bachelor level,2.4
4620,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.2
4621,no_cert,"No certificate, diploma or degree",31.9
4621,high_school,Secondary (high) school diploma or equivalency certificate,25.8
4621,app_trade,Apprenticeship or trades certificate or diploma,9.3
4621,college_degep,"College, CEGEP or other non-university certificate or diploma",18.4
4621,uni_below_bach,University certificate or diploma below bachelor level,2.9
4621,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.6
4622,no_cert,"No certificate, diploma or degree",49.4
4622,high_school,Secondary (high) school diploma or equivalency certificate,22.9
4622,app_trade,Apprenticeship or trades certificate or diploma,6.4
4622,college_degep,"College, CEGEP or other non-university certificate or diploma",10.3
4622,uni_below_bach,University certificate or diploma below bachelor level,2.5
4622,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.6
4623,no_cert,"No certificate, diploma or degree",54.3
4623,high_school,Secondary (high) school diploma or equivalency certificate,19.4
4623,app_trade,Apprenticeship or trades certificate or diploma,8.3
4623,college_degep,"College, CEGEP or other non-university certificate or diploma",9.2
4623,uni_below_bach,University certificate or diploma below bachelor level,2
4623,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",6.7
4701,no_cert,"No certificate, diploma or degree",23.3
4701,high_school,Secondary (high) school diploma or equivalency certificate,35.2
4701,app_trade,Apprenticeship or trades certificate or diploma,13
4701,college_degep,"College, CEGEP or other non-university certificate or diploma",16
4701,uni_below_bach,University certificate or diploma below bachelor level,2.5
4701,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10
4702,no_cert,"No certificate, diploma or degree",21.8
4702,high_school,Secondary (high) school diploma or equivalency certificate,33.7
4702,app_trade,Apprenticeship or trades certificate or diploma,12.6
4702,college_degep,"College, CEGEP or other non-university certificate or diploma",16.9
4702,uni_below_bach,University certificate or diploma below bachelor level,3.5
4702,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.5
4703,no_cert,"No certificate, diploma or degree",24.8
4703,high_school,Secondary (high) school diploma or equivalency certificate,32.3
4703,app_trade,Apprenticeship or trades certificate or diploma,11.8
4703,college_degep,"College, CEGEP or other non-university certificate or diploma",17.3
4703,uni_below_bach,University certificate or diploma below bachelor level,5.2
4703,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.7
4704,no_cert,"No certificate, diploma or degree",23
4704,high_school,Secondary (high) school diploma or equivalency certificate,31.8
4704,app_trade,Apprenticeship or trades certificate or diploma,10.4
4704,college_degep,"College, CEGEP or other non-university certificate or diploma",17.9
4704,uni_below_bach,University certificate or diploma below bachelor level,4.7
4704,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.2
4705,no_cert,"No certificate, diploma or degree",24.5
4705,high_school,Secondary (high) school diploma or equivalency certificate,31
4705,app_trade,Apprenticeship or trades certificate or diploma,13.4
4705,college_degep,"College, CEGEP or other non-university certificate or diploma",17.9
4705,uni_below_bach,University certificate or diploma below bachelor level,3.6
4705,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.8
4706,no_cert,"No certificate, diploma or degree",15.8
4706,high_school,Secondary (high) school diploma or equivalency certificate,31.9
4706,app_trade,Apprenticeship or trades certificate or diploma,9.3
4706,college_degep,"College, CEGEP or other non-university certificate or diploma",15.9
4706,uni_below_bach,University certificate or diploma below bachelor level,3.8
4706,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",23.3
4707,no_cert,"No certificate, diploma or degree",20.6
4707,high_school,Secondary (high) school diploma or equivalency certificate,32.1
4707,app_trade,Apprenticeship or trades certificate or diploma,12.3
4707,college_degep,"College, CEGEP or other non-university certificate or diploma",19.1
4707,uni_below_bach,University certificate or diploma below bachelor level,2.9
4707,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.8
4708,no_cert,"No certificate, diploma or degree",20.4
4708,high_school,Secondary (high) school diploma or equivalency certificate,33
4708,app_trade,Apprenticeship or trades certificate or diploma,11.3
4708,college_degep,"College, CEGEP or other non-university certificate or diploma",19.6
4708,uni_below_bach,University certificate or diploma below bachelor level,3.3
4708,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.5
4709,no_cert,"No certificate, diploma or degree",26.4
4709,high_school,Secondary (high) school diploma or equivalency certificate,31.8
4709,app_trade,Apprenticeship or trades certificate or diploma,10.7
4709,college_degep,"College, CEGEP or other non-university certificate or diploma",16.9
4709,uni_below_bach,University certificate or diploma below bachelor level,2.9
4709,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.2
4710,no_cert,"No certificate, diploma or degree",29.8
4710,high_school,Secondary (high) school diploma or equivalency certificate,30.5
4710,app_trade,Apprenticeship or trades certificate or diploma,12.4
4710,college_degep,"College, CEGEP or other non-university certificate or diploma",15.9
4710,uni_below_bach,University certificate or diploma below bachelor level,3.2
4710,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.3
4711,no_cert,"No certificate, diploma or degree",15
4711,high_school,Secondary (high) school diploma or equivalency certificate,29.4
4711,app_trade,Apprenticeship or trades certificate or diploma,9.3
4711,college_degep,"College, CEGEP or other non-university certificate or diploma",17.8
4711,uni_below_bach,University certificate or diploma below bachelor level,3
4711,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",25.5
